No,Name,Location,Year,KmDriven,FuelType,Transmission,OwnerType,CC,Seats,Price
2092,Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,1399,5,410000
2093,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,2494,7,625000
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,1248,5,525000
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,2996,2,8396000
2096,Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,First,,,193000
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,1950,5,2100000
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,1197,5,430000
2099,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,1497,7,525000
2100,Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,4806,5,3200000
2101,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,1493,7,390000
2102,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,1794,5,220000
2103,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,1198,6,370000
2104,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,2497,5,1127000
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,796,5,241000
2106,Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,1968,5,1900000
2107,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,1364,5,580000
2108,Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,2179,7,1352000
2109,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,2982,7,2450000
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,2143,5,5673000
2112,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,1582,5,995000
2113,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,1497,5,550000
2114,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,1968,5,2500000
2115,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,993,5,100000
2116,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,796,5,215000
2117,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,1197,5,789000
2118,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,2179,7,1025000
2119,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,1194,5,600000
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,1197,5,753000
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,2143,5,3945000
2122,Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,First,1497,5,584000
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,1499,5,865000
2124,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,1197,5,774000
2125,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,1197,5,250000
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,Second,2494,8,570000
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,1197,5,580000
2128,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,2967,7,3650000
2129,Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,2199,7,950000
2130,Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,First,999,5,348000
2131,Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,First,1497,5,455000
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,1396,5,390000
2133,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,2523,7,270000
2134,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,First,2755,7,3100000
2135,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,Second,2497,5,1030000
2136,BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,First,1995,5,775000
2137,Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,First,998,5,320000
2138,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,First,1248,7,485000
2139,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,Second,1999,5,3408000
2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,1248,7,810000
2141,Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,1396,5,235000
2142,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,998,5,180000
2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,814,5,342000
2144,Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,2953,7,534000
2145,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,First,2198,7,3199000
2146,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,1598,5,475000
2147,Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,1373,5,610000
2148,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,814,5,369000
2149,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,1968,5,1500000
2150,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,2179,7,1450000
2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,1248,5,565000
2152,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,1248,5,250000
2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,First,2143,5,3850000
2154,Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,First,1461,5,549000
2155,Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,1197,5,355000
2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,2494,7,1075000
2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,1591,5,1100000
2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,1248,5,450000
2159,Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,2179,7,842000
2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,1497,5,1160000
2161,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,2179,5,3363000
2162,Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,Third,1399,5,225000
2163,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,2497,5,1295000
2164,Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,First,1248,5,425000
2165,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,1968,5,2502000
2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,1198,5,395000
2167,Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,First,1497,5,440000
2168,Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,Third,1198,5,495000
2169,Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,2179,8,550000
2170,Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,1497,5,325000
2171,Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,1598,5,402000
2172,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,First,2179,7,1173000
2173,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,First,1896,5,950000
2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,1197,5,860000
2175,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,1498,5,400000
2176,Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,1598,5,555000
2177,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,796,5,250000
2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,2993,7,4160000
2179,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,1497,5,741000
2180,Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,First,1461,5,650000
2181,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,796,5,120000
2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,2755,7,2300000
2183,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,1396,5,274000
2184,Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,1399,5,390000
2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,1248,5,800000
2186,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,1582,5,400000
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,1999,5,1775000
2188,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,1248,5,505000
2189,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,1984,5,1200000
2190,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,First,2143,5,2960000
2191,Renault Duster 85PS Diesel RxE,Jaipur,2015,55000,Diesel,Manual,First,1461,5,650000
2192,Honda Amaze S AT i-Vtech,Mumbai,2014,19000,Petrol,Automatic,First,1198,5,475000
2193,Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,First,1984,5,2436000
2194,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,1197,5,320000
2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,998,5,360000
2196,Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,First,796,5,358000
2197,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,1248,5,250000
2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,Second,1498,5,350000
2199,Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,2494,5,2500000
2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,998,5,175000
2201,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,First,2987,5,1000000
2202,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,1197,5,775000
2203,Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,First,1199,5,645000
2204,Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,First,2179,7,1000000
2205,Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,54230,Petrol,Manual,First,1198,5,450000
2206,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,First,1197,5,340000
2207,Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,First,2362,5,450000
2208,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,998,5,430000
2209,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,First,1995,5,4600000
2210,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,998,5,340000
2211,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,First,2143,5,1450000
2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,796,5,210000
2213,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,1197,5,365000
2214,Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,First,1199,5,300000
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,Second,1396,5,395000
2216,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,First,2496,5,675000
2217,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,First,1364,5,653000
2218,Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,First,2982,7,2200000
2219,Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,52900,Petrol,Automatic,First,1598,5,475000
2220,Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,First,1198,5,599000
2221,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,First,1198,5,305000
2222,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,65000,Petrol,Manual,First,1198,5,240000
2223,Maruti Zen Estilo LXI BSIII,Pune,2007,42000,Petrol,Manual,Third,998,5,130000
2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,1364,5,671000
2225,Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,Diesel,Manual,Second,2179,7,720000
2226,Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,First,1197,5,540000
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,1498,5,663000
2229,Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,Petrol,Automatic,First,1497,5,1421000
2230,Honda City 1.5 V MT,Kolkata,2010,45008,Petrol,Manual,First,1497,5,300000
2231,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,998,5,511000
2232,Volkswagen Vento Petrol Highline,Pune,2011,57328,Petrol,Manual,First,1598,5,339000
2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,2755,7,2299000
2234,Hyundai i20 Magna,Delhi,2009,46946,Petrol,Manual,Second,1197,5,235000
2235,Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,1248,5,285000
2236,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,1968,5,1850000
2237,Renault Duster Petrol RxL,Bangalore,2014,52000,Petrol,Manual,First,1598,5,599000
2238,Honda Civic 2006-2010 1.8 V MT,Hyderabad,2008,152000,Petrol,Manual,Second,1799,5,300000
2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,Petrol,Manual,First,1199,5,360000
2240,Audi A4 2.0 TDI,Hyderabad,2014,60000,Diesel,Automatic,First,1968,5,2400000
2241,Maruti Swift Dzire VXI,Coimbatore,2015,33195,Petrol,Manual,First,1197,5,626000
2242,Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,Diesel,Manual,First,2755,7,1370000
2243,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2016,52000,Diesel,Automatic,First,2143,5,3500000
2244,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,First,1396,5,502000
2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,1197,5,310000
2246,Volkswagen Vento Diesel Highline,Bangalore,2012,50000,Diesel,Manual,First,1598,5,550000
2247,Maruti Swift Dzire VXI,Kolkata,2014,33485,Petrol,Manual,First,1197,5,359000
2248,Fiat Linea Emotion (Diesel),Kolkata,2015,32000,Diesel,Manual,First,1248,5,465000
2249,Honda City 1.5 V MT,Bangalore,2009,71400,Petrol,Manual,Third,1497,5,380000
2250,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,First,1582,5,1250000
2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,1498,5,1290000
2252,Maruti Omni 8 Seater BSIV,Hyderabad,2015,52950,Petrol,Manual,First,796,5,235000
2253,Maruti Swift LXI Option,Chennai,2015,29500,Petrol,Manual,First,1197,5,415000
2254,Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,63888,Diesel,Automatic,First,2987,5,2258000
2255,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,First,796,5,265000
2256,Ford Figo Petrol Titanium,Delhi,2010,59196,Petrol,Manual,Second,1196,5,225000
2257,Toyota Innova Crysta 2.4 G MT,Hyderabad,2016,121362,Diesel,Manual,First,2393,7,1600000
2258,BMW 5 Series 2003-2012 520d,Mumbai,2013,78000,Diesel,Automatic,First,1995,5,1950000
2259,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,2199,7,2100000
2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,1995,5,1750000
2261,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2010,84000,Diesel,Manual,Second,1399,5,241000
2262,Toyota Etios GD,Bangalore,2012,58253,Diesel,Manual,Second,1364,5,445000
2263,Land Rover Range Rover 2.2L Prestige,Coimbatore,2014,64557,Diesel,Automatic,Second,2179,5,2993000
2264,Toyota Etios Liva V,Pune,2012,24500,Petrol,Manual,Second,,,295000
2265,Maruti Alto LX,Kolkata,2009,68078,Petrol,Manual,First,796,5,102000
2266,Toyota Fortuner 3.0 Diesel,Jaipur,2009,149706,Diesel,Manual,First,2982,7,1100000
2267,Toyota Qualis RS E2,Pune,2004,215750,Diesel,Manual,Second,2446,10,350000
2268,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,25984,Petrol,Manual,First,1499,5,535000
2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,Petrol,Manual,First,1197,5,565000
2270,Mini Cooper Countryman D High,Mumbai,2015,34000,Diesel,Automatic,First,1998,5,2200000
2271,Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,24000,Petrol,Automatic,First,1591,5,595000
2272,Ford Figo Diesel Titanium,Pune,2011,95000,Diesel,Manual,Third,1399,5,235000
2273,Honda Amaze S i-Dtech,Pune,2014,52000,Diesel,Manual,Second,1498,5,410000
2274,Renault Duster 110PS Diesel RxZ,Pune,2012,135000,Diesel,Manual,First,1461,5,540000
2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,Diesel,Manual,First,1498,5,845000
2276,BMW X6 xDrive30d,Jaipur,2013,45306,Diesel,Automatic,Second,2993,4,4250000
2277,Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,Diesel,Manual,First,2755,7,1075000
2279,Mahindra Ssangyong Rexton RX7,Kochi,2015,67415,Diesel,Automatic,First,2696,7,1103000
2280,Maruti Celerio VXI,Kolkata,2016,25562,Petrol,Manual,First,998,5,350000
2281,Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,First,1197,5,630000
2282,Ford EcoSport 1.0 Ecoboost Titanium Plus,Bangalore,2014,84056,Petrol,Manual,First,999,5,675000
2283,Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,1248,5,750000
2284,Audi A4 2.0 TDI 177  Premium Plus,Pune,2013,87000,Diesel,Automatic,First,1968,5,1550000
2285,Honda Amaze S i-Vtech,Delhi,2015,52513,Petrol,Manual,First,1198,5,465000
2286,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2016,43983,Petrol,Automatic,First,1499,5,758000
2287,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,Petrol,Manual,First,998,5,220000
2288,Audi A6 3.0 TDI quattro,Bangalore,2011,50000,Diesel,Automatic,Third,2967,5,2100000
2289,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,Diesel,Automatic,First,1968,5,525000
2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,1248,5,522000
2291,Mahindra Logan Diesel 1.5 DLS,Chennai,2011,128000,Diesel,Manual,Third,1461,5,200000
2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,1462,5,918000
2293,Tata Nano Lx,Coimbatore,2013,37287,Petrol,Manual,First,624,4,174000
2294,Honda City 1.5 V AT,Delhi,2011,60000,Petrol,Automatic,First,1497,5,445000
2295,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,39419,Petrol,Manual,First,1196,5,495000
2296,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,1396,5,564000
2297,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,7000,Petrol,Manual,First,1499,5,690000
2298,Audi A4 2.0 TDI,Hyderabad,2011,85000,Diesel,Automatic,First,1968,5,1395000
2299,BMW 1 Series 118d Sport Line,Hyderabad,2013,51000,Diesel,Automatic,Second,1995,5,1700000
2300,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,90000,Diesel,Manual,Second,2179,7,460000
2301,Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,105000,Diesel,Manual,Second,2179,8,521000
2302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,Petrol,Manual,First,1591,5,1234000
2303,Honda City ZX VTEC,Chennai,2006,109000,Petrol,Manual,First,1497,5,150000
2304,BMW X1 sDrive 20d Sportline,Delhi,2015,49000,Diesel,Automatic,First,1995,5,2299000
2305,Porsche Cayman 2009-2012 S tiptronic,Mumbai,2011,8000,Petrol,Automatic,First,3436,2,4300000
2306,Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,Diesel,Automatic,First,2993,6,4000000
2307,Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,796,5,120000
2308,Hyundai i10 Asta Sunroof AT,Mumbai,2011,54000,Petrol,Automatic,First,1197,5,290000
2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,1999,5,1390000
2310,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,Diesel,Manual,Second,1248,5,785000
2311,BMW X5 xDrive 30d,Coimbatore,2016,17738,Diesel,Automatic,First,2993,5,5445000
2312,Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,67132,Diesel,Manual,First,2499,9,475000
2313,Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,Diesel,Manual,First,1498,5,325000
2314,Honda City i VTEC V,Mumbai,2015,28005,Petrol,Manual,First,1497,5,710000
2315,Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,1197,5,465000
2316,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Kolkata,2012,67000,Diesel,Manual,First,1968,5,500000
2317,Hyundai i20 Sportz 1.2,Delhi,2015,50000,Petrol,Manual,First,1197,5,495000
2318,Mahindra XUV500 W8 2WD,Bangalore,2014,55000,Diesel,Manual,First,2179,7,980000
2319,Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,Diesel,Automatic,First,2987,5,7880000
2320,Maruti Celerio LXI,Kolkata,2015,30458,Petrol,Manual,First,998,5,299000
2321,Volkswagen Vento 1.6 Highline,Mumbai,2014,46000,Petrol,Manual,First,1598,5,445000
2322,Tata Nano XT,Pune,2011,50000,Petrol,Manual,Second,624,4,75000
2324,Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,72563,Diesel,Manual,Second,1498,5,500000
2325,Maruti Swift 1.3 VXI ABS,Pune,2015,67000,Petrol,Manual,First,,,470000
2326,Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,1999,5,969000
2327,Chevrolet Enjoy 1.3 TCDi LTZ 8,Coimbatore,2015,57934,Diesel,Manual,First,1248,8,550000
2328,BMW X5 xDrive 30d M Sport,Chennai,2017,6500000,Diesel,Automatic,First,2993,5,6500000
2329,Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,63000,Diesel,Manual,First,1498,5,511000
2330,Skoda Fabia 1.2 MPI Ambition Plus,Mumbai,2012,27014,Petrol,Manual,First,1198,5,219000
2331,Volkswagen Vento Diesel Comfortline,Chennai,2012,90906,Diesel,Manual,First,1598,5,425000
2332,Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,Diesel,Automatic,First,2696,7,1450000
2333,Nissan Terrano XL D Option,Mumbai,2014,51000,Diesel,Manual,First,1461,5,565000
2334,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Diesel,Automatic,Second,2755,7,2250000
2335,Maruti Swift 1.3 VXi,Mumbai,2007,55000,Petrol,Manual,Second,,,175000
2336,Toyota Corolla H4,Jaipur,2004,160000,Petrol,Automatic,Second,1794,5,150000
2337,Hyundai i10 Sportz,Kochi,2012,42591,Petrol,Manual,First,1197,5,320000
2338,Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,Diesel,Manual,First,1396,5,450000
2339,Honda Amaze S i-Dtech,Pune,2014,48000,Diesel,Manual,Second,1498,5,450000
2340,Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,Diesel,Automatic,First,1582,5,800000
2341,Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,2143,5,2890000
2342,Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,Diesel,Manual,First,1498,5,410000
2343,Hyundai Santro AT,Hyderabad,2006,74483,Petrol,Automatic,First,999,5,230000
2344,Maruti Baleno Zeta Automatic,Kochi,2017,36152,Petrol,Automatic,First,1197,5,722000
2345,Maruti Swift VDI,Hyderabad,2014,85512,Diesel,Manual,First,1248,5,580000
2346,Mahindra Xylo D2 BSIV,Chennai,2013,234000,Diesel,Manual,Second,2489,8,350000
2347,Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,36000,Diesel,Manual,Second,1498,5,635000
2348,Mahindra XUV500 W8 2WD,Delhi,2015,36096,Diesel,Manual,First,2179,7,885000
